segment_id,total_impressions,total_revenue
247,10000,24699.99999999903
248,10000,24799.999999998112
249,10000,24899.999999999593
250,10000,25000.0
251,10000,25100.000000000397
252,10000,25200.000000001928
253,10000,25300.000000001026
254,10000,25400.000000001026
255,10000,25499.999999999876
256,10000,25600.00000000012
257,10000,25699.999999998137
258,10000,25800.000000000575
259,10000,25900.000000001193
260,10000,26000.00000000016
261,10000,26100.00000000169
262,10000,26200.000000001724
263,10000,26299.999999998265
264,10000,26399.99999999826
265,10000,26499.99999999984
266,10000,26599.9999999988
267,10000,26699.999999999356
268,10000,26800.000000001906
269,10000,26899.999999999967
270,10000,27000.000000000146
271,10000,27099.999999998916
272,10000,27199.999999998825
273,10000,27299.999999997883
274,10000,27399.999999999738
275,10000,27500.0
276,10000,27600.00000000025
277,10000,27700.00000000215
278,10000,27800.000000001215
279,10000,27900.00000000111
280,10000,27999.99999999984
281,10000,28099.99999999996
282,10000,28199.999999998046
283,10000,28300.000000000757
284,10000,28400.000000001215
285,10000,28500.000000000167
286,10000,28600.000000002055
287,10000,28700.000000001975
288,10000,28799.999999998014
289,10000,28899.999999997908
290,10000,28999.999999999833
291,10000,29099.999999998778
292,10000,29199.99999999918
293,10000,29300.00000000199
294,10000,29400.000000000113
295,10000,29500.000000000175
296,10000,29599.999999998843
297,10000,29699.99999999866
298,10000,29799.999999997697
299,10000,29899.99999999986
300,10000,30000.0
301,10000,30100.00000000013
302,10000,30200.000000002332
303,10000,30300.000000001375
304,10000,30400.00000000118
305,10000,30499.999999999814
306,10000,30599.99999999982
307,10000,30699.999999997966
308,10000,30800.000000000913
309,10000,30900.000000001237
310,10000,31000.000000000175
311,10000,31100.000000002357
312,10000,31200.000000002186
313,10000,31299.999999997803
314,10000,31399.99999999761
315,10000,31499.999999999825
316,10000,31599.99999999876
317,10000,31699.99999999904
318,10000,31800.000000002063
319,10000,31900.00000000024
320,10000,32000.000000000204
321,10000,32099.99999999878
322,10000,32199.99999999852
323,10000,32299.999999997537
324,10000,32399.999999999967
325,10000,32500.0
326,10000,32600.000000000025
327,10000,32700.00000000249
328,10000,32800.0000000015
329,10000,32900.00000000126
330,10000,32999.99999999979
331,10000,33099.99999999979
332,10000,33199.999999997905
333,10000,33300.00000000107
334,10000,33400.00000000112
335,10000,33500.000000000146
336,10000,33600.00000000261
337,10000,33700.00000000215
338,10000,33799.999999997875
339,10000,33899.99999999736
340,10000,33999.99999999987
341,10000,34099.99999999901
342,10000,34199.99999999886
343,10000,34300.000000002125
344,10000,34399.99999999996
345,10000,34500.00000000022
346,10000,34599.99999999837
347,10000,34699.99999999922
348,10000,34799.999999997795
349,10000,34900.000000000546
350,10000,35000.0
351,10000,35099.9999999994
352,10000,35200.000000002154
353,10000,35300.00000000057
354,10000,35400.00000000179
355,10000,35499.999999999774
356,10000,35600.00000000025
357,10000,35699.999999997846
358,10000,35800.000000001266
359,10000,35900.00000000068
360,10000,36000.00000000007
361,10000,36100.00000000284
362,10000,36200.00000000176
363,10000,36299.999999998254
364,10000,36399.99999999714
365,10000,36499.99999999995
366,10000,36599.99999999944
367,10000,36699.99999999867
368,10000,36800.000000002176
369,10000,36899.999999999534
370,10000,37000.00000000025
371,10000,37099.99999999789
372,10000,37200.00000000006
373,10000,37299.99999999811
374,10000,37400.00000000113
375,10000,37500.0
376,10000,37599.99999999883
377,10000,37700.00000000185
378,10000,37799.99999999976
379,10000,37900.00000000225
380,10000,37999.99999999975
381,10000,38100.00000000065
382,10000,38199.999999997795
383,10000,38300.00000000144
384,10000,38400.000000000284
385,10000,38500.0
386,10000,38600.00000000303
387,10000,38700.000000001426
388,10000,38799.99999999859
389,10000,38899.99999999695
390,10000,39000.000000000015
391,10000,39099.99999999982
392,10000,39199.9999999985
393,10000,39300.00000000223
394,10000,39399.99999999916
395,10000,39500.000000000255
396,10000,39599.999999997475
397,10000,39700.000000000786
398,10000,39799.99999999837
399,10000,39900.00000000164
400,10000,40000.0
401,10000,40099.99999999833
402,10000,40200.000000001586
403,10000,40299.999999999054
404,10000,40400.00000000265
405,10000,40499.99999999973
406,10000,40600.000000001
407,10000,40699.99999999775
408,10000,40800.00000000159
409,10000,40899.99999999994
410,10000,40999.999999999935
411,10000,41100.0000000032
412,10000,41200.00000000113
413,10000,41299.99999999888
414,10000,41399.999999996784
415,10000,41500.00000000007
416,10000,41600.000000000146
417,10000,41699.999999998356
418,10000,41800.00000000226
419,10000,41899.99999999884
420,10000,42000.00000000027
421,10000,42099.999999997104
422,10000,42200.000000001426
423,10000,42299.99999999861
424,10000,42400.00000000208
425,10000,42500.0
426,10000,42599.99999999788
427,10000,42700.00000000135
428,10000,42799.99999999843
429,10000,42900.000000003005
430,10000,42999.99999999972
431,10000,43100.0000000013
432,10000,43199.999999997715
433,10000,43300.000000001724
434,10000,43399.99999999964
435,10000,43499.999999999876
436,10000,43600.00000000335
437,10000,43700.000000000866
438,10000,43799.999999999134
439,10000,43899.99999999664
440,10000,44000.000000000124
441,10000,44100.00000000044
442,10000,44199.99999999823
443,10000,44300.0000000023
444,10000,44399.99999999855
445,10000,44500.00000000029
446,10000,44599.99999999678
447,10000,44700.000000002
448,10000,44799.99999999882
449,10000,44900.00000000248
450,10000,45000.0
451,10000,45099.99999999749
452,10000,45200.00000000114
453,10000,45299.999999997875
454,10000,45400.00000000332
455,10000,45499.99999999971
456,10000,45600.00000000158
457,10000,45699.99999999768
458,10000,45800.00000000185
459,10000,45899.99999999937
460,10000,45999.99999999983
461,10000,46100.00000000348
462,10000,46200.00000000064
463,10000,46299.99999999937
464,10000,46399.9999999965
465,10000,46500.000000000175
466,10000,46600.0000000007
467,10000,46699.999999998116
468,10000,46800.000000002336
469,10000,46899.99999999829
470,10000,47000.0000000003
471,10000,47099.999999996486
472,10000,47200.00000000251
473,10000,47299.99999999902
474,10000,47400.00000000284
475,10000,47500.0
476,10000,47599.99999999714
477,10000,47700.00000000096
478,10000,47799.99999999737
479,10000,47900.0000000036
480,10000,47999.999999999694
481,10000,48100.000000001826
482,10000,48199.99999999765
483,10000,48300.00000000195
484,10000,48399.99999999913
485,10000,48499.999999999796
486,10000,48600.0000000036
487,10000,48700.00000000043
488,10000,48799.99999999958
489,10000,48899.999999996384
490,10000,49000.00000000022
491,10000,49100.00000000094
492,10000,49199.999999998014
493,10000,49300.000000002365
494,10000,49399.99999999806
495,10000,49500.000000000306
496,10000,49599.999999996224
497,10000,49700.00000000297
498,10000,49799.999999999185
499,10000,49900.00000000316
500,10000,50000.0
501,10000,50099.99999999682
502,10000,50200.00000000079
503,10000,50299.99999999693
504,10000,50400.000000003856
505,10000,50499.99999999969
506,10000,50600.00000000205
507,10000,50699.99999999762
508,10000,50800.00000000205
509,10000,50899.99999999891
510,10000,50999.99999999975
511,10000,51100.00000000371
512,10000,51200.00000000024
513,10000,51299.99999999977
514,10000,51399.999999996275
515,10000,51500.000000000255
516,10000,51600.00000000115
517,10000,51699.99999999792
518,10000,51800.00000000239
519,10000,51899.999999997846
520,10000,52000.00000000032
521,10000,52099.999999995984
522,10000,52200.00000000338
523,10000,52299.99999999934
524,10000,52400.00000000345
525,10000,52500.0
526,10000,52599.99999999653
527,10000,52700.00000000064
528,10000,52799.99999999652
529,10000,52900.00000000408
530,10000,52999.99999999968
531,10000,53100.00000000225
532,10000,53199.9999999976
533,10000,53300.00000000214
534,10000,53399.99999999871
535,10000,53499.999999999716
536,10000,53600.00000000381
537,10000,53700.00000000007
538,10000,53799.999999999935
539,10000,53899.99999999618
540,10000,54000.00000000029
541,10000,54100.000000001346
542,10000,54199.99999999783
543,10000,54300.00000000241
544,10000,54399.99999999765
545,10000,54500.00000000033
546,10000,54599.999999995765
547,10000,54700.00000000376
548,10000,54799.999999999476
549,10000,54900.00000000371
550,10000,55000.0
551,10000,55099.99999999627
552,10000,55200.0000000005
553,10000,55299.99999999615
554,10000,55400.0000000043
555,10000,55499.99999999967
556,10000,55600.00000000243
557,10000,55699.99999999758
558,10000,55800.00000000222
559,10000,55899.99999999853
560,10000,55999.99999999968
561,10000,56100.0000000039
562,10000,56199.99999999992
563,10000,56300.00000000009
564,10000,56399.99999999609
565,10000,56500.00000000032
566,10000,56600.00000000151
567,10000,56699.99999999776
568,10000,56800.00000000243
569,10000,56899.999999997475
570,10000,57000.000000000335
571,10000,57099.999999995576
572,10000,57200.00000000411
573,10000,57299.99999999961
574,10000,57400.00000000395
575,10000,57500.0
576,10000,57599.99999999603
577,10000,57700.00000000037
578,10000,57799.999999995816
579,10000,57900.00000000449
580,10000,57999.999999999665
581,10000,58100.0000000026
582,10000,58199.999999997555
583,10000,58300.00000000229
584,10000,58399.99999999836
585,10000,58499.99999999965
586,10000,58600.00000000398
587,10000,58699.999999999774
588,10000,58800.000000000226
589,10000,58899.99999999601
590,10000,59000.00000000035
591,10000,59100.00000000168
592,10000,59199.999999997686
593,10000,59300.00000000245
594,10000,59399.99999999732
595,10000,59500.000000000335
596,10000,59599.999999995394
597,10000,59700.000000004424
598,10000,59799.99999999972
599,10000,59900.00000000418
600,10000,60000.0
601,10000,60099.99999999581
602,10000,60200.00000000026
603,10000,60299.9999999955
604,10000,60400.000000004664
605,10000,60499.99999999966
606,10000,60600.00000000275
607,10000,60699.99999999753
608,10000,60800.00000000236
609,10000,60899.99999999822
610,10000,60999.99999999963
611,10000,61100.00000000405
612,10000,61199.99999999964
613,10000,61300.000000000364
614,10000,61399.99999999593
615,10000,61500.00000000038
616,10000,61600.000000001826
617,10000,61699.99999999762
618,10000,61800.000000002474
619,10000,61899.99999999717
620,10000,62000.00000000035
621,10000,62099.99999999523
622,10000,62200.000000004715
623,10000,62299.99999999983
624,10000,62400.00000000437
625,10000,62500.0
626,10000,62599.999999995605
627,10000,62700.00000000015
628,10000,62799.99999999522
629,10000,62900.000000004824
630,10000,62999.99999999965
631,10000,63100.000000002896
632,10000,63199.99999999752
633,10000,63300.000000002416
634,10000,63399.99999999808
635,10000,63499.9999999996
636,10000,63600.000000004125
637,10000,63699.99999999953
638,10000,63800.00000000048
639,10000,63899.99999999587
640,10000,64000.00000000041
641,10000,64100.00000000196
642,10000,64199.99999999756
643,10000,64300.00000000249
644,10000,64399.99999999704
645,10000,64500.00000000036
646,10000,64599.999999995074
647,10000,64700.000000004984
648,10000,64799.999999999935
649,10000,64900.00000000456
650,10000,65000.0
651,10000,65099.99999999542
652,10000,65200.00000000005
653,10000,65299.99999999496
654,10000,65400.00000000498
655,10000,65499.99999999964
656,10000,65600.000000003
657,10000,65699.99999999754
658,10000,65800.00000000252
659,10000,65899.99999999793
660,10000,65999.99999999958
661,10000,66100.00000000419
662,10000,66199.99999999958
663,10000,66300.00000000041
664,10000,66399.99999999581
665,10000,66500.00000000044
666,10000,66600.00000000214
667,10000,66699.99999999728
668,10000,66800.00000000224
669,10000,66899.99999999751
670,10000,67000.00000000029
671,10000,67099.99999999524
672,10000,67200.00000000522
673,10000,67300.00000000044
674,10000,67400.0000000043
675,10000,67500.0
676,10000,67599.99999999575
677,10000,67699.99999999945
678,10000,67799.99999999472
679,10000,67900.00000000464
680,10000,67999.99999999974
681,10000,68100.00000000204
682,10000,68199.99999999802
683,10000,68300.00000000307
684,10000,68399.99999999772
685,10000,68499.99999999956
686,10000,68600.00000000425
687,10000,68700.00000000004
688,10000,68799.99999999993
689,10000,68899.99999999575
690,10000,69000.00000000044
691,10000,69100.00000000234
692,10000,69199.99999999674
693,10000,69300.00000000178
694,10000,69399.99999999844
695,10000,69500.00000000022
696,10000,69599.99999999559
697,10000,69700.00000000546
698,10000,69800.00000000109
699,10000,69900.00000000389
700,10000,70000.0
701,10000,70099.99999999614
702,10000,70199.9999999988
703,10000,70299.99999999448
704,10000,70400.00000000431
705,10000,70499.99999999983
706,10000,70600.00000000114
707,10000,70699.99999999846
708,10000,70800.00000000358
709,10000,70899.99999999751
710,10000,70999.99999999955
711,10000,71100.0000000043
712,10000,71200.0000000005
713,10000,71299.99999999949
714,10000,71399.99999999569
715,10000,71500.00000000047
716,10000,71600.00000000253
717,10000,71699.99999999625
718,10000,71800.00000000135
719,10000,71899.99999999932
720,10000,72000.00000000015
721,10000,72099.99999999591
722,10000,72200.00000000568
723,10000,72300.00000000169
724,10000,72400.00000000352
725,10000,72500.0
726,10000,72599.99999999651
727,10000,72699.99999999821
728,10000,72799.99999999428
729,10000,72900.00000000399
730,10000,72999.9999999999
731,10000,73100.0000000003
732,10000,73199.99999999888
733,10000,73300.00000000405
734,10000,73399.99999999734
735,10000,73499.99999999952
736,10000,73600.00000000435
737,10000,73700.0000000009
738,10000,73799.99999999907
739,10000,73899.99999999565
740,10000,74000.0000000005
741,10000,74100.0000000027
742,10000,74199.99999999578
743,10000,74300.00000000095
744,10000,74400.00000000012
745,10000,74500.00000000007
746,10000,74599.99999999622
747,10000,74700.00000000586
748,10000,74800.00000000226
749,10000,74900.00000000317
750,10000,75000.0
751,10000,75099.99999999686
752,10000,75199.99999999766
753,10000,75299.99999999408
754,10000,75400.0000000037
755,10000,75499.99999999996
756,10000,75599.99999999952
757,10000,75699.99999999926
758,10000,75800.0000000045
759,10000,75899.99999999716
760,10000,75999.9999999995
761,10000,76100.0000000044
762,10000,76200.0000000013
763,10000,76299.99999999869
764,10000,76399.99999999559
765,10000,76500.00000000051
766,10000,76600.00000000288
767,10000,76699.99999999536
768,10000,76800.00000000057
769,10000,76900.00000000086
770,10000,77000.0
771,10000,77099.9999999965
772,10000,77200.00000000605
773,10000,77300.00000000278
774,10000,77400.00000000285
775,10000,77500.0
776,10000,77599.99999999718
777,10000,77699.99999999713
778,10000,77799.9999999939
779,10000,77900.00000000343
780,10000,78000.00000000003
781,10000,78099.99999999879
782,10000,78199.99999999964
783,10000,78300.0000000049
784,10000,78399.999999997
785,10000,78499.99999999949
786,10000,78600.00000000444
787,10000,78700.00000000166
788,10000,78799.99999999833
789,10000,78899.99999999555
790,10000,79000.00000000051
791,10000,79100.00000000304
792,10000,79199.99999999495
793,10000,79300.00000000022
794,10000,79400.00000000157
795,10000,79499.99999999994
796,10000,79599.99999999675
797,10000,79700.00000000623
798,10000,79800.00000000327
799,10000,79900.00000000255
800,10000,80000.0
801,10000,80099.99999999748
802,10000,80199.99999999665
803,10000,80299.99999999373
804,10000,80400.00000000317
805,10000,80500.00000000009
806,10000,80599.99999999811
807,10000,80699.99999999997
808,10000,80800.0000000053
809,10000,80899.99999999686
810,10000,80999.99999999946
811,10000,81100.00000000448
812,10000,81200.000000002
813,10000,81299.999999998
814,10000,81399.9999999955
815,10000,81500.00000000054
816,10000,81600.00000000319
817,10000,81699.99999999457
818,10000,81799.99999999988
819,10000,81900.00000000224
820,10000,81999.99999999987
821,10000,82099.99999999699
822,10000,82200.0000000064
823,10000,82300.00000000373
824,10000,82400.00000000226
825,10000,82500.0
826,10000,82599.99999999776
827,10000,82699.9999999962
828,10000,82799.99999999357
829,10000,82900.00000000294
830,10000,83000.00000000015
831,10000,83099.99999999745
832,10000,83200.00000000029
833,10000,83300.00000000566
834,10000,83399.99999999671
835,10000,83499.99999999946
836,10000,83600.00000000453
837,10000,83700.00000000231
838,10000,83799.99999999769
839,10000,83899.99999999547
840,10000,84000.00000000054
841,10000,84100.00000000332
842,10000,84199.99999999421
843,10000,84299.99999999958
844,10000,84400.00000000285
845,10000,84499.99999999983
846,10000,84599.99999999722
847,10000,84700.00000000655
848,10000,84800.00000000416
849,10000,84900.000000002
850,10000,85000.0
851,10000,85099.99999999804
852,10000,85199.99999999577
853,10000,85299.99999999341
854,10000,85400.0000000027
855,10000,85500.0000000002
856,10000,85599.99999999686
857,10000,85700.00000000058
858,10000,85800.00000000601
859,10000,85899.99999999658
860,10000,85999.99999999945
861,10000,86100.00000000457
862,10000,86200.0000000026
863,10000,86299.99999999738
864,10000,86399.99999999543
865,10000,86500.00000000055
866,10000,86600.00000000345
867,10000,86699.99999999387
868,10000,86799.99999999929
869,10000,86900.00000000345
870,10000,86999.99999999975
871,10000,87099.99999999744
872,10000,87200.0000000067
873,10000,87300.00000000457
874,10000,87400.00000000173
875,10000,87500.0
876,10000,87599.99999999828
877,10000,87699.99999999536
878,10000,87799.99999999328
879,10000,87900.00000000249
880,10000,88000.00000000025
881,10000,88099.99999999629
882,10000,88200.00000000087
883,10000,88300.00000000633
884,10000,88399.99999999646
885,10000,88499.99999999943
886,10000,88600.0000000046
887,10000,88700.0000000029
888,10000,88799.99999999709
889,10000,88899.9999999954
890,10000,89000.00000000058
891,10000,89100.00000000358
892,10000,89199.99999999355
893,10000,89299.999999999
894,10000,89400.000000004
895,10000,89499.99999999971
896,10000,89599.99999999764
897,10000,89700.00000000684
898,10000,89800.00000000496
899,10000,89900.0000000015
900,10000,90000.0
901,10000,90099.99999999852
902,10000,90199.99999999498
903,10000,90299.99999999313
904,10000,90400.00000000228
905,10000,90500.0000000003
906,10000,90599.99999999575
907,10000,90700.00000000115
908,10000,90800.00000000664
909,10000,90899.99999999633
910,10000,90999.99999999942
911,10000,91100.00000000463
912,10000,91200.00000000316
913,10000,91299.99999999683
914,10000,91399.99999999536
915,10000,91500.00000000058
916,10000,91600.0000000037
917,10000,91699.99999999326
918,10000,91799.99999999873
919,10000,91900.00000000453
920,10000,91999.99999999967
921,10000,92099.99999999785
922,10000,92200.00000000696
923,10000,92300.00000000533
924,10000,92400.00000000128
925,10000,92500.0
926,10000,92599.99999999873
927,10000,92699.99999999462
928,10000,92799.999999993
929,10000,92900.0000000021
930,10000,93000.00000000035
931,10000,93099.99999999524
932,10000,93200.0000000014
933,10000,93300.00000000693
934,10000,93399.99999999623
935,10000,93499.9999999994
936,10000,93600.00000000467
937,10000,93700.0000000034
938,10000,93799.99999999658
939,10000,93899.99999999533
940,10000,94000.0000000006
941,10000,94100.0000000038
942,10000,94199.99999999297
943,10000,94299.99999999849
944,10000,94400.00000000502
945,10000,94499.99999999962
946,10000,94599.99999999804
947,10000,94700.00000000709
948,10000,94800.00000000568
949,10000,94900.00000000106
950,10000,95000.0
951,10000,95099.99999999895
952,10000,95199.99999999428
953,10000,95299.99999999288
954,10000,95400.00000000192
955,10000,95500.0000000004
956,10000,95599.99999999475
957,10000,95700.00000000164
958,10000,95800.0000000072
959,10000,95899.99999999611
960,10000,95999.99999999939
961,10000,96100.0000000047
962,10000,96200.00000000365
963,10000,96299.99999999633
964,10000,96399.9999999953
965,10000,96500.0000000006
966,10000,96600.0000000039
967,10000,96699.9999999927
968,10000,96799.99999999825
969,10000,96900.00000000549
970,10000,96999.99999999959
971,10000,97099.9999999982
972,10000,97200.0000000072
973,10000,97300.000000006
974,10000,97400.00000000086
975,10000,97500.0
976,10000,97599.99999999916
977,10000,97699.99999999395
978,10000,97799.99999999277
979,10000,97900.00000000175
980,10000,98000.00000000044
981,10000,98099.9999999943
982,10000,98200.00000000188
983,10000,98300.00000000747
984,10000,98399.99999999603
985,10000,98499.99999999937
986,10000,98600.00000000473
987,10000,98700.00000000387
988,10000,98799.99999999611
989,10000,98899.99999999527
990,10000,99000.00000000061
991,10000,99100.000000004
992,10000,99199.99999999245
993,10000,99299.99999999804
994,10000,99400.00000000594
995,10000,99499.99999999955
996,10000,99599.99999999837
997,10000,99700.00000000732
998,10000,99800.00000000632
999,10000,99900.00000000067
1000,10000,0.0
1001,10000,100.00000000000047
1002,10000,200.00000000000094
1003,10000,300.0000000000022
1004,10000,400.0000000000019
1005,10000,500.0000000000032
1006,10000,600.0000000000044
1007,10000,699.9999999999816
1008,10000,800.0000000000038
1009,10000,899.9999999999379
1010,10000,1000.0000000000064
1011,10000,1100.0000000000673
1012,10000,1200.0000000000089
1013,10000,1300.0000000000045
1014,10000,1399.9999999999632
1015,10000,1499.9999999999905
1016,10000,1600.0000000000075
1017,10000,1699.9999999999266
1018,10000,1799.9999999998759
1019,10000,1900.0000000000737
1020,10000,2000.0000000000127
1021,10000,2100.0000000001633
1022,10000,2200.0000000001346
1023,10000,2300.000000000136
1024,10000,2400.0000000000177
1025,10000,2500.0
1026,10000,2600.000000000009
1027,10000,2699.999999999857
1028,10000,2799.9999999999263
1029,10000,2899.9999999997813
1030,10000,2999.999999999981
1031,10000,3099.999999999764
1032,10000,3200.000000000015
1033,10000,3299.9999999997826
1034,10000,3399.999999999853
1035,10000,3499.99999999998
1036,10000,3599.9999999997517
1037,10000,3699.9999999998554
1038,10000,3800.0000000001473
1039,10000,3900.0000000002733
1040,10000,4000.0000000000255
1041,10000,4100.000000000187
1042,10000,4200.0000000003265
1043,10000,4299.999999999995
1044,10000,4400.000000000269
1045,10000,4500.000000000009
1046,10000,4600.000000000272
1047,10000,4699.999999999854
1048,10000,4800.0000000000355
1049,10000,4899.999999999813
1050,10000,5000.0
1051,10000,5100.000000000199
1052,10000,5200.000000000018
1053,10000,5300.00000000026
1054,10000,5399.999999999714
1055,10000,5500.0000000000155
1056,10000,5599.999999999853
1057,10000,5700.000000000197
1058,10000,5799.9999999995625
1059,10000,5900.000000000314
1060,10000,5999.999999999962
1061,10000,6099.999999999947
1062,10000,6199.999999999528
1063,10000,6300.000000000482
1064,10000,6400.00000000003
1065,10000,6500.00000000004
1066,10000,6599.999999999565
1067,10000,6700.000000000477
1068,10000,6799.999999999706
1069,10000,6900.000000000063
1070,10000,6999.99999999996
1071,10000,7100.000000000304
1072,10000,7199.999999999503
1073,10000,7299.999999999795
1074,10000,7399.999999999711
1075,10000,7500.0
